State,Year,Candidate,Constituency,Party,Criminal_Case,Education,Total_Assets,Liabilities
Bihar,2020,Aquil Ahmad Rahi,SIWAN,NCP,0,Post Graduate,12619007.0,"Rs 3,85,000"
Bihar,2020,Aravind Kumar Singh,GORIAKOTHI,IND,0,10th Pass,7174569.0,Rs 0
Bihar,2020,Arbind Kumar Pandey,DINARA,IND,0,Post Graduate,1502000.0,Rs 0
Bihar,2020,Arbind Kumar Sahni,SARAIRANJAN,RJD,2,12th Pass,5905663.0,"Rs 48,83,429"
Bihar,2020,Arbind Kumar Singh,TARAPUR,Bhartiya Sablog Party,0,12th Pass,4375000.0,Rs 0
Bihar,2020,Arbind Prasad Sah,RAXAUL,IND,0,10th Pass,2233994.0,Rs 0
Bihar,2020,Archana Devi,HARLAKHI,IND,0,12th Pass,412000.0,Rs 0
Bihar,2020,Archana Kumari Jha,MAHUA,IND,0,Literate,3565000.0,Rs 0
Bihar,2020,Archana Rani,WARISNAGAR,IND,0,Graduate Professional,59051352.0,"Rs 23,12,983"
Bihar,2020,Arif Raja,RAFIGANJ,IND,0,12th Pass,295000.0,Rs 0
Bihar,2020,Arjun Bhuiyan,BARACHATTI (SC),IND,0,Post Graduate,800000.0,Rs 0
Bihar,2020,Arjun Das,MAHNAR,Bahujan Mukti Party,0,10th Pass,4110200.0,"Rs 40,000"
Bihar,2020,Arjun Kumar,BEGUSARAI,SUCI(C),0,Graduate,2437079.0,"Rs 81,000"
Bihar,2020,Arjun Paswan,PHULWARI (SC),IND,0,5th Pass,0.0,Rs 0
Bihar,2020,Arjun Prasad Mehta,NIRMALI,Rashtriya Lok Samta Party,5,10th Pass,10201354.0,Rs 0
Bihar,2020,Arjun Prasad Yadav,HASANPUR,Jan Adhikar Party (Loktantrik),1,Graduate,17592458.0,"Rs 5,00,000"
Bihar,2020,Arjun Ram,KORHA (SC),IND,0,Graduate Professional,17482200.0,Rs 0
Bihar,2020,Arjun Ram,RAJAULI (SC),IND,0,Post Graduate,1548180.0,Rs 0
Bihar,2020,Arman Khan,RAFIGANJ,Bhartiya Sablog Party,0,Graduate Professional,1622922.0,Rs 0
Bihar,2020,Arti Devi,NOKHA,IND,0,Graduate,161920760.0,"Rs 1,31,03,750"
Bihar,2020,Arti Sinha,WARSALIGANJ,IND,9,Graduate,20818087.0,"Rs 15,87,011"
Bihar,2020,Arun Kumar,BIKRAM,BSP,0,10th Pass,23630000.0,"Rs 2,25,000"
Bihar,2020,Arun Kumar,GOBINDPUR,IND,0,10th Pass,105000.0,Rs 0
Bihar,2020,Arun Kumar,BELAGANJ,IND,1,Graduate Professional,15795442.0,Rs 0
Bihar,2020,Arun Kumar Azad,CHHATAPUR,IND,2,Graduate,1770000.0,Rs 0
Bihar,2020,Arun Kumar Hembram,BIHARIGANJ,IND,0,10th Pass,4825000.0,Rs 0
Bihar,2020,Arun Kumar Ojha,BUXAR,IND,1,Graduate Professional,9031272.0,Rs 0
Bihar,2020,Arun Kumar Singh,MOHIUDDINNAGAR,IND,5,Graduate,84822000.0,"Rs 5,00,957"
Bihar,2020,Arun Kumar Singh,VAISHALI,Bhartiya Sablog Party,0,12th Pass,21750466.0,"Rs 1,00,000"
Bihar,2020,Arun Kumar Singh,DINARA,Jan Adhikar Party (Loktantrik),0,Post Graduate,36405000.0,"Rs 59,40,794"
Bihar,2020,Arun Kumar Singh,BARURAJ,BJP,1,Doctorate,51181997.0,"Rs 39,26,559"
Bihar,2020,Arun Kumar Sinha,KUMHRAR,BJP,4,Graduate Professional,30758870.0,Rs 0
Bihar,2020,Arun Manjhi,PHULWARI (SC),JD(U),0,10th Pass,5102739.0,Rs 0
Bihar,2020,Arun Prasad,KANTI,Rashtriya Jansambhavna Party,0,12th Pass,34725000.0,Rs 0
Bihar,2020,Arun Ray,RAGHOPUR ( VAISHALI ),IND,0,Graduate,3126900.0,Rs 0
Bihar,2020,Arun Shankar Prasad,KHAJAULI,BJP,4,Post Graduate,21734154.0,"Rs 12,65,173"
Bihar,2020,Arun Singh,KARAKAT,CPI(ML)(L),2,10th Pass,17965594.0,Rs 0
Bihar,2020,Arun Urawn,MANIHARI (ST),Peoples Party of India (Democratic),0,5th Pass,575800.0,Rs 0
Bihar,2020,Aruna Devi,WARSALIGANJ,BJP,1,10th Pass,57476142.0,"Rs 48,05,168"
Bihar,2020,Arvind Kumar,GURUA,Peoples Party of India (Democratic),0,Graduate,4184334.0,"Rs 23,200"
Bihar,2020,Arvind Kumar,BIKRAM,IND,0,10th Pass,763000.0,Rs 0
Bihar,2020,Arvind Kumar,GHOSI,IND,0,10th Pass,494000.0,Rs 0
Bihar,2020,Arvind Kumar Chaudhary,MUZAFFARPUR,SUCI(C),0,10th Pass,394050.0,Rs 0
Bihar,2020,Arvind Kumar Mishra,BISFI,IND,0,Graduate Professional,97236906.0,"Rs 82,53,530"
Bihar,2020,Arvind Kumar Purbey,MADHUBANI,LJP,0,Graduate Professional,56679646.0,"Rs 8,45,454"
Bihar,2020,Arvind Kumar Singh,KARGAHAR,IND,0,Doctorate,9860000.0,Rs 0
Bihar,2020,Arvind Kumar Singh,ATRI,LJP,2,Post Graduate,137696762.0,"Rs 3,58,600"
Bihar,2020,Arvind Kumar Srivastwa,GURUA,IND,1,12th Pass,7350000.0,Rs 0
Bihar,2020,Arvind Pratap Shahi,DUMRAON,Rashtriya Lok Samta Party,1,Post Graduate,20198558.0,"Rs 30,62,412"
Bihar,2020,Asha Devi,BARHARA,IND,5,12th Pass,75651818.0,"Rs 14,67,174"
Bihar,2020,Asha Devi,DANAPUR,BJP,2,Literate,15806610.0,"Rs 31,89,158"
Bihar,2020,Asha Kumari,SONEPUR,The Plurals Party,0,Post Graduate,4249500.0,Rs 0
Bihar,2020,Ashish Anuj,DHAMDAHA,IND,0,8th Pass,1210302.0,Rs 0
Bihar,2020,Ashish Kumar Bhardwaj,ARARIA,IND,2,Graduate,135000.0,Rs 0
Bihar,2020,Ashma Parveen,MAHUA,JD(U),1,Graduate Professional,38777735.0,"Rs 1,03,09,679"
Bihar,2020,Ashok Das,DHORAIYA (SC),NCP,0,12th Pass,2095844.0,Rs 0
Bihar,2020,Ashok Kumar,SASARAM,JD(U),0,Doctorate,100816637.0,"Rs 64,167"
Bihar,2020,Ashok Kumar,TIKARI,IND,0,Post Graduate,1238726.0,Rs 0
Bihar,2020,Ashok Kumar,RAJGIR (SC),IND,0,Graduate,5129000.0,Rs 0
Bihar,2020,Ashok Kumar,WARISNAGAR,JD(U),0,Graduate,78921798.0,Rs 0
Bihar,2020,Ashok Kumar,NATHNAGAR,BSP,5,Doctorate,17432019.0,"Rs 17,66,520"
Bihar,2020,Ashok Kumar,HILSA,IND,0,12th Pass,18299119.0,Rs 0
Bihar,2020,Ashok Kumar Bhagat,KATIHAR,IND,3,10th Pass,1618500.0,Rs 0
Bihar,2020,Ashok Kumar Chodhary,SAKRA (SC),JD(U),5,12th Pass,214338787.0,"Rs 84,83,096"
Bihar,2020,Ashok Kumar Gupta,KURHANI,IND,1,Graduate,12751337.0,"Rs 5,10,740"
Bihar,2020,Ashok Kumar Mallik,RAJA PAKAR (SC),Jan Adhikar Party (Loktantrik),0,Post Graduate,267000.0,Rs 0
Bihar,2020,Ashok Kumar Ram,RAJPUR (SC),Bahujan Mukti Party,0,Graduate,771000.0,Rs 0
Bihar,2020,Ashok Kumar Roy,BISFI,IND,0,Literate,1602000.0,Rs 0
Bihar,2020,Ashok Kumar Singh,RAMGARH,BJP,1,Post Graduate,11549057.0,"Rs 2,56,040"
Bihar,2020,Ashok Kumar Singh,KARAKAT,IND,0,Graduate Professional,11696261.0,Rs 0
Bihar,2020,Ashok Kumar Singh,RAFIGANJ,JD(U),0,Graduate,51642506.0,"Rs 40,00,000"
Bihar,2020,Ashok Kumar Singh,HARNAUT,IND,3,Graduate Professional,10327775.0,Rs 0
Bihar,2020,Ashok Kumar Singh,PURNIA,IND,0,8th Pass,5155784.0,Rs 0
Bihar,2020,Ashok Kumar Singh,RAFIGANJ,IND,0,Graduate,11298700.0,"Rs 2,00,000"
Bihar,2020,Ashok Kumar Singh,PAROO,BJP,3,Literate,24435673.0,"Rs 18,73,008"
Bihar,2020,Ashok Kumar Suman,PIPRA,IND,5,10th Pass,12489000.0,"Rs 2,75,000"
Bihar,2020,Ashok Kumar Varma,GORIAKOTHI,IND,0,Graduate Professional,3158000.0,"Rs 7,00,000"
Bihar,2020,Ashok Ray,WARISNAGAR,IND,1,10th Pass,1326623.0,Rs 0
Bihar,2020,Ashok Sharma,MARHAURA,IND,0,Graduate,2128000.0,Rs 0
Bihar,2020,Ashok Singh,GOVINDGANJ,IND,0,Literate,3955000.0,"Rs 30,00,000"
Bihar,2020,Ashutosh Kumar Alias Hira Poddar,BEGUSARAI,IND,0,12th Pass,4241330.0,"Rs 12,50,000"
Bihar,2020,Ashutosh Singh,SASARAM,NCP,1,Graduate Professional,8061000.0,"Rs 90,000"
Bihar,2020,Ashwamedh Devi,SAMASTIPUR,JD(U),0,5th Pass,59362591.0,Rs 0
Bihar,2020,Ashwani Kumar,MARHAURA,BSP,0,Graduate Professional,13005000.0,"Rs 7,00,000"
Bihar,2020,Ashwini Kumar,MOHANIA (SC),IND,0,Post Graduate,395000.0,Rs 0
Bihar,2020,Asif Ghafoor,GOPALGANJ,INC,0,Graduate,104807919.0,Rs 0
Bihar,2020,Atri Muni Alias Shakti Singh Yadav,HILSA,RJD,2,12th Pass,27386677.0,"Rs 3,00,000"
Bihar,2020,Atul Bhaskar,MANJHI,IND,0,12th Pass,4290000.0,Rs 0
Bihar,2020,Atul Kumar,TEGHRA,IND,0,8th Pass,6430240.0,"Rs 5,95,000"
Bihar,2020,Atul Kumar,BIKRAM,BJP,0,Graduate,8358766.0,"Rs 9,56,099"
Bihar,2020,Atul Kumar Gautam,BAIKUNTHPUR,The Plurals Party,0,Post Graduate,9812219.0,"Rs 50,000"
Bihar,2020,Aunrag Kumar,ARWAL,Peoples Party of India (Democratic),0,12th Pass,4527311.0,Rs 0
Bihar,2020,Avadh Das,KOCHADHAMAN,IND,0,8th Pass,569600.0,Rs 0
Bihar,2020,Avaneesh Kumar Singh,CHIRAIA,IND,3,12th Pass,75781467.0,"Rs 3,00,000"
Bihar,2020,Avinash Kumar,MATIHANI,Bahujan Mukti Party,0,10th Pass,5923007.0,Rs 0
Bihar,2020,Avinash Kumar,NARKATIAGANJ,Bhartiya Sablog Party,0,12th Pass,2760160.0,"Rs 1,39,662"
Bihar,2020,Avinash Kumar,SAMASTIPUR,IND,1,Graduate,2867302.0,"Rs 25,675"
Bihar,2020,Avinash Kumar Vidyarthi,MUNGER,RJD,2,12th Pass,44874319.0,"Rs 29,01,064"
Bihar,2020,Avinash Manglam,RANIGANJ (SC),RJD,1,12th Pass,875041.0,"Rs 5,03,640"
Bihar,2020,Avkash Kumar Gupta,BETTIAH,The Plurals Party,2,Post Graduate,1866002.0,Rs 0
Bihar,2020,Awadh Bihari Chaudhary,SIWAN,RJD,2,Graduate,25933522.0,"Rs 19,00,000"
Bihar,2020,Awadh Kishor Bharti,PIRPAINTI (SC),IND,0,12th Pass,4050000.0,Rs 0
Bihar,2020,Awadh Kishor Ram,RAMNAGAR (SC),IND,0,Graduate,184000.0,Rs 0
Bihar,2020,Awadhesh Kumar Yadav,MUNGER,IND,0,Graduate Professional,25000.0,Rs 0
Bihar,2020,Awadhesh Prasad Kushwaha,PIPRA,IND,2,Graduate,91525737.0,"Rs 7,92,445"
Bihar,2020,Awanish,PATEPUR (SC),Bahujan Mukti Party,0,Graduate,543500.0,"Rs 10,00,000"
Bihar,2020,Awdhesh Singh,HAJIPUR,BJP,0,12th Pass,45256883.0,"Rs 7,42,386"
Bihar,2020,Ayush Kumar,RAMNAGAR (SC),IND,0,12th Pass,117265.0,Rs 0
Bihar,2020,Azad Geeta Prasad Sharma,HISUA,IND,0,Graduate Professional,12321000.0,Rs 0
Bihar,2020,Azizur Rahaman,DARBHANGA RURAL,IND,0,Illiterate,490000.0,Rs 0
Bihar,2020,B. K. Singh,WARISNAGAR,Rashtriya Lok Samta Party,6,Graduate,858986049.0,Rs 0
Bihar,2020,Baban Kumar,NABINAGAR,Jan Adhikar Party (Loktantrik),4,8th Pass,12795000.0,"Rs 2,00,000"
Bihar,2020,Baban Kumar,SANDESH,Jan Adhikar Party (Loktantrik),9,Post Graduate,9273664.0,"Rs 3,00,000"
Bihar,2020,Baban Singh,KARAKAT,IND,0,10th Pass,3176000.0,Rs 0
Bihar,2020,Baban Singh,CHHATAPUR,IND,14,12th Pass,5497661.0,Rs 0
Bihar,2020,Bablu Baski,KOCHADHAMAN,IND,0,12th Pass,18525.0,Rs 0
Bihar,2020,Bablu Gupta,KHAJAULI,RPI(A),1,10th Pass,1992900.0,Rs 0
Bihar,2020,Bablu Kumar,NAWADA,IND,0,Graduate,232000.0,Rs 0
Bihar,2020,Bablu Kumar Gupta,NARKATIAGANJ,IND,0,Literate,1770000.0,Rs 0
Bihar,2020,Babulal Shrma,PARBATTA,IND,0,Literate,3765000.0,"Rs 1,50,000"
Bihar,2020,Baby Devi,CHENARI (SC),IND,0,8th Pass,60000.0,"Rs 10,00,000"
Bihar,2020,Bachcha Pandey,BARHARIA,RJD,0,10th Pass,44948000.0,"Rs 1,69,50,362"
Bihar,2020,Bachhu Paswan,PHULWARI (SC),Bahujan Mukti Party,0,Literate,3307038.0,Rs 0
Bihar,2020,Badal Kumar,SASARAM,Bahujan Mukti Party,0,Graduate Professional,535000.0,Rs 0
Bihar,2020,Bagi Kumar Verma,KURTHA,RJD,2,Graduate,86278475.0,"Rs 59,75,983"
Bihar,2020,Baidya Nath Choudhary,UJIARPUR,Rashtriya Jan Jan Party,0,Graduate,113650000.0,"Rs 72,00,000"
Bihar,2020,Baidyanath Prasad,VALMIKI NAGAR,BSP,0,Graduate,16797845.0,"Rs 7,38,755"
Bihar,2020,Baijnath Ram,SONEPUR,IND,0,Graduate,954100.0,Rs 0
Bihar,2020,Bajarang Bihari Sharma,BHAGALPUR,IND,4,Graduate Professional,15493995.0,Rs 0
Bihar,2020,Bal Kunwar Manjhi,BARACHATTI (SC),Jan Adhikar Party (Loktantrik),0,Post Graduate,215000.0,"Rs 1,85,000"
Bihar,2020,Baldeo Ram,BAHADURPUR,IND,0,12th Pass,13730048.0,Rs 0
Bihar,2020,Baleshwar Gurmaita,LAUKAHA,IND,0,Graduate,1294773.0,Rs 0
Bihar,2020,Balmiki Prasad,WARSALIGANJ,Peoples Party of India (Democratic),0,Post Graduate,485000.0,Rs 0
Bihar,2020,Balmiki Prasad,BARH,IND,0,8th Pass,2021237.0,Rs 0
Bihar,2020,Balmiki Ram,RAJAULI (SC),IND,0,Graduate,27505000.0,"Rs 50,50,000"
Bihar,2020,Balmukund Paswan,ASTHAWAN,IND,0,10th Pass,890000.0,Rs 0
Bihar,2020,Balram Choudhary,TARAPUR,IND,0,12th Pass,798896.0,Rs 0
Bihar,2020,Balram Das,RAJGIR (SC),IND,0,12th Pass,1050000.0,Rs 0
Bihar,2020,Bam Bhola Yadav,CHAKAI,IND,0,12th Pass,544500.0,Rs 0
Bihar,2020,Banarsi Das,IMAMGANJ (SC),Peoples Party of India (Democratic),0,Graduate Professional,182365.0,Rs 0
Bihar,2020,Bandan Kumar Singh,SIMRI BAKHTIARPUR,IND,0,10th Pass,305000.0,Rs 0
Bihar,2020,Bandana Devi,JHANJHARPUR,IND,0,Graduate,7661500.0,"Rs 3,00,000"
Bihar,2020,Bandana Devi,BARHARIA,Rashtriya Lok Samta Party,0,Graduate,1828780.0,"Rs 2,34,000"
Bihar,2020,Bandana Singh,BAIKUNTHPUR,NCP,0,Graduate Professional,7820000.0,"Rs 7,00,000"
Bihar,2020,Bansidhar Singh,KARAKAT,IND,0,10th Pass,2503085.0,Rs 0
Bihar,2020,Banwari Paswan,CHERIA - BARIARPUR,Bahujan Mukti Party,0,12th Pass,2235696.0,Rs 0
Bihar,2020,Banwari Ram,RAJAULI (SC),IND,1,Graduate,6742712.0,Rs 0
Bihar,2020,Barun Kumar Das,GARKHA (SC),Peoples Party of India (Democratic),0,Literate,114000.0,Rs 0
Bihar,2020,Barun Kumar Jha,BALRAMPUR,Vikassheel Insaan Party,0,Graduate,8516895.0,"Rs 48,96,791"
Bihar,2020,Basant Kumar,PALIGANJ,IND,0,12th Pass,5721000.0,"Rs 1,70,000"
Bihar,2020,Basant Raw Sathe,MANER,IND,0,12th Pass,5110000.0,Rs 0
Bihar,2020,Bashishth Singh,KARGAHAR,JD(U),0,12th Pass,68475377.0,"Rs 13,99,956"
Bihar,2020,Bawan Yadav,NAWADA,IND,1,Graduate,65520000.0,Rs 0
Bihar,2020,Beauty Sinha,GAYA TOWN,SHS,0,Illiterate,22023000.0,"Rs 8,00,000"
Bihar,2020,Bechan Paswan,ARARIA,IND,0,Literate,2670000.0,Rs 0
Bihar,2020,Bechan Ram,MOHANIA (SC),IND,0,Graduate,7970000.0,Rs 0
Bihar,2020,Bed Prakash,BODH GAYA (SC),Peoples Party of India (Democratic),3,Graduate,2118000.0,Rs 0
Bihar,2020,Bedami Devi,RAJA PAKAR (SC),IND,0,Literate,3580500.0,"Rs 2,20,000"
Bihar,2020,Bhagirathi Devi,RAMNAGAR (SC),BJP,0,5th Pass,6540439.0,Rs 0
Bihar,2020,Bhai Virendra,MANER,RJD,8,Graduate,25557608.0,"Rs 35,00,000"
Bihar,2020,Bhajuram,CHENARI (SC),NCP,1,Graduate,583000.0,Rs 0
Bihar,2020,Bharat Bhushan Mandal,LAUKAHA,RJD,0,Post Graduate,20464423.0,Rs 0
Bihar,2020,Bharat Bind,BHABUA,RJD,4,10th Pass,8425360.0,Rs 0
Bihar,2020,Bharat Paswan,GAIGHAT,Bahujan Mukti Party,1,Literate,279000.0,Rs 0
Bihar,2020,Bharat Paswan,BISFI,IND,0,Graduate,3880000.0,"Rs 1,85,000"
Bihar,2020,Bharat Prasad,SAHEBGANJ,IND,0,8th Pass,4928000.0,"Rs 2,00,000"
Bihar,2020,Bharat Prasad Singh,ISLAMPUR,Rashtriya Lok Samta Party,2,Others,44803643.0,Rs 0
Bihar,2020,Bharat Sharma,BRAHAMPUR,IND,0,10th Pass,11970850.0,"Rs 12,00,000"
Bihar,2020,Bharath Mahto,LAKHISARAI,IND,0,5th Pass,510000.0,Rs 0
Bihar,2020,Bhaskar Kumar,BEGUSARAI,The Plurals Party,1,Graduate Professional,97057.0,"Rs 1,25,000"
Bihar,2020,Bhaskar Kumar Mishra,CHHATAPUR,The Plurals Party,0,Graduate,8908000.0,"Rs 6,00,000"
Bihar,2020,Bhawana Jha,BENIPATTI,INC,1,Graduate,17673126.0,Rs 0
Bihar,2020,Bheem Prasad,BUXAR,IND,0,Graduate,3522432.0,Rs 0
Bihar,2020,Bhim Kumar Singh,GOH,RJD,1,Graduate,65836996.0,"Rs 12,75,874"
Bihar,2020,Bhim Paswan,ARWAL,IND,0,10th Pass,30000.0,Rs 0
Bihar,2020,Bhola Harijan,KAHALGAON,IND,0,12th Pass,615000.0,"Rs 1,36,000"
Bihar,2020,Bhola Paswan,CHHATAPUR,IND,0,8th Pass,919000.0,"Rs 1,400"
Bihar,2020,Bhola Paswan,KORHA (SC),Bahujan Mukti Party,0,Graduate,438815.0,"Rs 1,41,000"
Bihar,2020,Bhola Pd Yadav,BELHAR,Bhartiya Sablog Party,1,10th Pass,3844000.0,Rs 0
Bihar,2020,Bhola Sahu,KEOTI,IND,3,10th Pass,4112000.0,"Rs 90,762"
Bihar,2020,Bhola Yadav,HAYAGHAT,RJD,1,Post Graduate,33867268.0,Rs 0
Bihar,2020,Bhudeo Choudhary,DHORAIYA (SC),RJD,4,Graduate Professional,11855632.0,"Rs 13,00,000"
Bihar,2020,Bhulan Kumar,RAXAUL,IND,0,Post Graduate,554800.0,"Rs 1,20,000"
Bihar,2020,Bhumi Paswan,SONBARSHA (SC),IND,0,Literate,257000.0,Rs 0
Bihar,2020,Bhuneshwar Mandal,NATHNAGAR,IND,0,Literate,1052508.0,Rs 0
Bihar,2020,Bhuneshwar Rai,BARURAJ,IND,0,12th Pass,13404417.0,"Rs 6,14,895"
Bihar,2020,Bhupesh Singh,DINARA,IND,1,Graduate,3068000.0,"Rs 8,00,000"
Bihar,2020,Bhushan Prasad,PARIHAR,IND,0,Literate,1200000.0,"Rs 1,00,000"
Bihar,2020,Bhushan Prasad Ray,MOHIUDDINNAGAR,Janta Dal Rashtravadi,2,Graduate,1228740.0,Rs 0
Bihar,2020,Bhuteshwar Yadav,SHAHPUR,IND,4,Literate,6273653.0,"Rs 2,103"
Bihar,2020,Bhuwneshwar Pathak,KURTHA,LJP,1,10th Pass,149489870.0,"Rs 8,96,192"
Bihar,2020,Bibhaker Jha Alies Victor Jha,KATIHAR,IND,8,Graduate Professional,414049.0,Rs 0
Bihar,2020,Bibhash Chandra Choudhary,BARARI,LJP,0,Post Graduate,25901052.0,"Rs 2,39,768"
Bihar,2020,Bidhan Chandra Jha,SAHARSA,NCP,1,Post Graduate,3754500.0,Rs 0
Bihar,2020,Bidyanand Mehta,PURNIA,Rashtriya Lok Samta Party,0,12th Pass,39287950.0,"Rs 2,82,500"
Bihar,2020,Bigan Manjhi,GARKHA (SC),IND,0,12th Pass,3661498.0,"Rs 1,50,000"
Bihar,2020,Bijay Kumar Yadav,KAHALGAON,IND,0,Doctorate,2844056.0,Rs 0
Bihar,2020,Bijay Prasad Sah,BHAGALPUR,IND,1,Graduate Professional,49247167.0,"Rs 28,65,000"
Bihar,2020,Bijay Prasad Singh,KANTI,LJP,0,Graduate,2694915.0,Rs 0
Bihar,2020,Bijay Singh,BARARI,JD(U),0,10th Pass,35863556.0,"Rs 80,21,084"
Bihar,2020,Bijendra Chaudhary,MUZAFFARPUR,INC,6,Graduate,27195771.0,"Rs 36,68,286"
Bihar,2020,Bijendra Paswan,IMAMGANJ (SC),IND,0,12th Pass,1161000.0,Rs 0
Bihar,2020,Bijendra Prasad Yadav,SUPAUL,JD(U),0,12th Pass,22401413.0,Rs 0
Bihar,2020,Bikash Kumar,AMNOUR,IND,0,12th Pass,350100.0,Rs 0
Bihar,2020,Bima Bharti,RUPAULI,JD(U),4,10th Pass,28040000.0,"Rs 8,72,929"
Bihar,2020,Bimlesh Kumar Thakur,JALE,IND,0,12th Pass,13219337.0,"Rs 8,86,000"
Bihar,2020,Bina Singh,MAHNAR,RJD,0,Graduate,42740981.0,"Rs 29,10,434"
Bihar,2020,Binay Kumar,GOPALGANJ,AIFB,4,12th Pass,4001727.0,Rs 0
Bihar,2020,Binay Kumar,KARAKAT,IND,0,10th Pass,523099.0,Rs 0
Bihar,2020,Binay Kumar,GURUA,IND,0,Post Graduate,8529000.0,"Rs 5,00,000"
Bihar,2020,Binay Kumar Bipin,KANTI,IND,0,Doctorate,30115195.0,"Rs 4,00,000"
Bihar,2020,Binay Kumar Choudhary,BENIPUR,JD(U),0,Doctorate,20220240.0,"Rs 5,73,023"
Bihar,2020,Binay Kumar Singh,MINAPUR,IND,0,10th Pass,11067471.0,"Rs 16,62,578"
Bihar,2020,Binay Kumar Singh,BAHADURPUR,IND,0,12th Pass,1924390.0,Rs 0
Bihar,2020,Bindeshwari Sharma,DHAMDAHA,IND,0,Literate,836000.0,Rs 0
Bihar,2020,Bindshwar Ram,PATEPUR (SC),IND,0,Post Graduate,4050000.0,Rs 0
Bihar,2020,Bindu Kumari,MATIHANI,The Plurals Party,0,Post Graduate,64108747.0,"Rs 85,000"
Bihar,2020,Binod Das,WAZIRGANJ,IND,0,10th Pass,480000.0,Rs 0
Bihar,2020,Binod Kumar,JAGDISHPUR,IND,0,12th Pass,512000.0,Rs 0
Bihar,2020,Binod Kumar Pathak,KUMHRAR,IND,0,10th Pass,12338020.0,"Rs 10,34,000"
Bihar,2020,Binod Kumar Singh,PHULPARAS,LJP,2,Post Graduate,33346435.0,"Rs 3,46,540"
Bihar,2020,Binod Mahaseth,GAIGHAT,IND,0,8th Pass,610370.0,Rs 0
Bihar,2020,Binod Mishra,ALINAGAR,RJD,0,Post Graduate,12911665.0,"Rs 11,00,000"
Bihar,2020,Binod Pandit,BELHAR,IND,0,Post Graduate,5300000.0,"Rs 3,11,000"
Bihar,2020,Binod Pd. Yadav,JHAJHA,BSP,0,12th Pass,18374947.0,Rs 0
Bihar,2020,Binod Ray,MAHUA,Janta Dal Rashtravadi,0,12th Pass,5510500.0,"Rs 50,000"
Bihar,2020,Bipin Kishor Ray,AMARPUR,IND,0,10th Pass,2010000.0,"Rs 50,000"
Bihar,2020,Bipin Kumar,SURYAGARHA,IND,0,12th Pass,6800092.0,"Rs 4,96,612"
Bihar,2020,Bipin Kumar,ASTHAWAN,IND,7,10th Pass,24133328.0,"Rs 26,59,971"
Bihar,2020,Birabahadur Singh,BARHARIA,LJP,0,Literate,5336676.0,Rs 0
Bihar,2020,Birendra Kumar,ROSERA (SC),BJP,0,Graduate,11896948.0,Rs 0
Bihar,2020,Birendra Kumar,TEGHRA,JD(U),0,Graduate Professional,234277762.0,"Rs 1,79,31,378"
Bihar,2020,Birendra Kumar,SAHARSA,IND,0,10th Pass,2144301.0,"Rs 3,63,033"
Bihar,2020,Birendra Kumar,MINAPUR,Rashtriya Jansambhavna Party,0,Graduate Professional,10285000.0,"Rs 20,00,000"
Bihar,2020,Birendra Kumar Choudhary,JHANJHARPUR,Rashtriya Lok Samta Party,0,Post Graduate,8087471.0,Rs 0
Bihar,2020,Birendra Kumar Paswan,BAHADURPUR,Vanchit Bahujan Aaghadi,0,Post Graduate,398300.0,Rs 0
Bihar,2020,Birendra Kumar Singh,BHABUA,Rashtriya Lok Samta Party,1,Graduate,4853963.0,Rs 0
Bihar,2020,Birendra Prasad Gupta,SIKTA,CPI(ML)(L),5,12th Pass,9878556.0,"Rs 1,33,080"
Bihar,2020,Birendra Sah,CHAPRA,IND,2,12th Pass,11997000.0,"Rs 15,00,000"
Bihar,2020,Birendra Singh,WAZIRGANJ,BJP,2,Graduate,18517680.0,"Rs 3,70,257"
Bihar,2020,Bishal Kumar Bharti,BHORE (SC),The Plurals Party,1,Graduate,2020000.0,Rs 0
Bihar,2020,Bishnudev Kumar Paswan,PIRPAINTI (SC),NCP,1,10th Pass,1425816.0,Rs 0
Bihar,2020,Bishnudev Ram,SAMASTIPUR,IND,0,10th Pass,510400.0,Rs 0
Bihar,2020,Bishun Dev Yadav,GOBINDPUR,BSP,0,12th Pass,6785000.0,Rs 0
Bihar,2020,Bishwanath Choudhary,BIBHUTIPUR,IND,1,10th Pass,27254849.0,"Rs 34,02,133"
Bihar,2020,Bishwanath Yadav,MAHARAJGANJ,Jan Adhikar Party (Loktantrik),0,12th Pass,15367028.0,"Rs 60,00,000"
Bihar,2020,Bodhan Sada,ALAULI (SC),Jan Adhikar Party (Loktantrik),1,Literate,1270000.0,Rs 0
Bihar,2020,Brahamdev Paswan,NATHNAGAR,IND,0,8th Pass,58600.0,Rs 0
Bihar,2020,Brahchari Vyas Nandan,DHAMDAHA,Janta Dal Rashtravadi,0,Doctorate,13460000.0,Rs 0
Bihar,2020,Brahmdev Nayak,RIGA,IND,0,Literate,235000.0,Rs 0
Bihar,2020,Brahmdev Ray,BELHAR,BSP,0,Literate,3200883.0,Rs 0
Bihar,2020,Braj Bihari Singh,TARAIYA,IND,0,Graduate Professional,10742874.0,"Rs 10,000"
Bihar,2020,Braj Kishor Yadav,KHAJAULI,Jan Adhikar Party (Loktantrik),2,12th Pass,17152653.0,Rs 0
Bihar,2020,Brajesh Kumar,MOHANIA (SC),IND,0,Graduate,2873926.0,Rs 0
Bihar,2020,Brajesh Kumar,GOVINDGANJ,INC,3,Graduate,52579517.0,"Rs 9,48,900"
